バス停名,緯度,経度,バス停ID
小麦原(1),33.30735,129.92639,小麦原(1)
南波多郷学館下(1),33.31677,129.92892,南波多郷学館下(1)
教会前(1),33.32008,129.9286,教会前(1)
高瀬(1),33.32801,129.92995,高瀬(1)
大曲(1),33.33437,129.93108,大曲(1)
水留(2),33.33944,129.93204,水留(2)
志気橋(1),33.35226,129.93324,志気橋(1)
行合野(1),33.36315,129.93584,行合野(1)
北波多中学校前(1),33.37853,129.953,北波多中学校前(1)
竹有(1),33.38615,129.94812,竹有(1)
畑島(1),33.3923,129.95239,畑島(1)
下畑島(1),33.39556,129.95532,下畑島(1)
千々賀(1),33.3994,129.96017,千々賀(1)
宇の木(1),33.4024,129.96774,宇の木(1)
川原橋(2),33.40514,129.97356,川原橋(2)
春日様前(2),33.40963,129.97903,春日様前(2)
鬼塚(2),33.41664,129.98517,鬼塚(2)
鬼塚駅前(2),33.42064,129.98657,鬼塚駅前(2)
大土井(1),33.42659,129.98866,大土井(1)
天満町南(1),33.42993,129.98776,天満町南(1)
西山(1),33.42881,129.98407,西山(1)
本村(2),33.43521,129.98073,本村(2)
五中前(2),33.4401,129.98259,五中前(2)
石志,33.3928,129.96512,石志
鹿の口(2),33.38372,129.9854,鹿の口(2)
三段間(2),33.37231,129.99678,三段間(2)
牟田部(2),33.36707,130.00172,牟田部(2)
久保(2),33.35783,130.00446,久保(2)
相知下,33.35311,130.00615,相知下
末広町(2),33.35231,130.00833,末広町(2)
相知市民センター前(2),33.35095,130.01135,相知市民センター前(2)
相知郵便局前(2),33.34955,130.01349,相知郵便局前(2)
相知駅前(2),33.34726,130.01974,相知駅前(2)
鷹取(2),33.34463,130.02591,鷹取(2)
長部田(2),33.34229,130.02922,長部田(2)
相知幹部派出所前(2),33.33972,130.03275,相知幹部派出所前(2)
田頭橋(2),33.33445,130.03859,田頭橋(2)
岩屋駅前(2),33.33137,130.0383,岩屋駅前(2)
岩屋（厳木）(2),33.32854,130.03827,岩屋（厳木）(2)
町切(2),33.32641,130.0403,町切(2)
箞木(2),33.32387,130.04626,箞木(2)
大橋（厳木）(2),33.32364,130.05359,大橋（厳木）(2)
厳木駅前(2),33.3232,130.0609,厳木駅前(2)
厳木市民センター前(2),33.32138,130.06535,厳木市民センター前(2)
厳木中学校前(1),33.31669,130.06607,厳木中学校前(1)
きゅうらぎ温泉,33.31422,130.06844,きゅうらぎ温泉
牧瀬(2),33.313968,130.070622,牧瀬(2)
厳木コミュニティセンター前(2),33.31261,130.07297,厳木コミュニティセンター前(2)
笹原峠(2),33.30761,130.07578,笹原峠(2)
番所(2),33.29911,130.08461,番所(2)
莇原北町(2),33.29447,130.08861,莇原北町(2)
莇原中町(2),33.2912,130.09181,莇原中町(2)
多久駅北口,33.28842,130.09575,多久駅北口
砂原(2),33.28829,130.09853,砂原(2)
多久市商工会館前(2),33.28773,130.10124,多久市商工会館前(2)
多久市児童センター前(2),33.28627,130.10825,多久市児童センター前(2)
多久市役所(2),33.28854,130.11046,多久市役所(2)
多久原(2),33.29084,130.1147,多久原(2)
両の原(2),33.28802,130.12422,両の原(2)
大工田西(2),33.28735,130.12674,大工田西(2)
大工田(2),33.28644,130.13019,大工田(2)
別府(2),33.28399,130.13927,別府(2)
公立佐賀中央病院,33.278748,130.145149,公立佐賀中央病院
東多久(1),33.28344,130.14442,東多久(1)
赤坂橋(2),33.28327,130.14833,赤坂橋(2)
東原庠舎東部校前(2),33.28262,130.15263,東原庠舎東部校前(2)
古賀山(2),33.28264,130.1572,古賀山(2)
渋木(2),33.2842,130.16154,渋木(2)
旭ヶ丘(2),33.28927,130.16742,旭ヶ丘(2)
一本松(2),33.29063,130.17007,一本松(2)
天山宮前(2),33.29154,130.17845,天山宮前(2)
果樹試験場前(2),33.29248,130.18614,果樹試験場前(2)
西小路(2),33.29338,130.19304,西小路(2)
蛭子町(2),33.29269,130.20279,蛭子町(2)
平井(2),33.28838,130.2061,平井(2)
三津(2),33.279079,130.213745,三津(2)
大寺(2),33.27505,130.21698,大寺(2)
五条(2),33.26646,130.22391,五条(2)
山領(2),33.25863,130.23016,山領(2)
久保田(2),33.25329,130.2345,久保田(2)
徳万(2),33.250401,130.236956,徳万(2)
徳万(1),33.250675,130.236481,徳万(1)
久保田(1),33.2538,130.23395,久保田(1)
山領(1),33.25927,130.2296,山領(1)
五条(1),33.26678,130.22353,五条(1)
大寺(1),33.27387,130.21774,大寺(1)
三津(1),33.27992,130.21292,三津(1)
平井(1),33.28765,130.20671,平井(1)
蛭子町(1),33.29288,130.20244,蛭子町(1)
西小路(1),33.29306,130.19148,西小路(1)
果樹試験場前(1),33.29239,130.18582,果樹試験場前(1)
天山宮前(1),33.29141,130.17796,天山宮前(1)
一本松(1),33.29062,130.1694,一本松(1)
旭ヶ丘(1),33.28886,130.16714,旭ヶ丘(1)
渋木(1),33.28418,130.16164,渋木(1)
古賀山(1),33.2826,130.15762,古賀山(1)
東原庠舎東部校前(1),33.28245,130.15291,東原庠舎東部校前(1)
赤坂橋(1),33.28316,130.14844,赤坂橋(1)
東多久(2),33.28315,130.14256,東多久(2)
別府(1),33.28372,130.13985,別府(1)
大工田(1),33.28624,130.13062,大工田(1)
大工田西(1),33.28729,130.12677,大工田西(1)
両の原(1),33.2881,130.12372,両の原(1)
多久原(1),33.29067,130.11455,多久原(1)
多久市役所(1),33.28865,130.11053,多久市役所(1)
多久市児童センター前(1),33.28627,130.10835,多久市児童センター前(1)
多久市商工会館前(1),33.28749,130.10213,多久市商工会館前(1)
砂原(1),33.28807,130.09911,砂原(1)
莇原中町(1),33.29127,130.0916,莇原中町(1)
莇原北町(1),33.29443,130.08853,莇原北町(1)
番所(1),33.29906,130.08452,番所(1)
笹原峠(1),33.30746,130.07564,笹原峠(1)
厳木コミュニティセンター前(1),33.3127,130.07263,厳木コミュニティセンター前(1)
牧瀬(1),33.314111,130.06866,牧瀬(1)
厳木中学校前(2),33.31854,130.06569,厳木中学校前(2)
厳木市民センター前(1),33.32144,130.06522,厳木市民センター前(1)
厳木駅前(1),33.32306,130.06079,厳木駅前(1)
大橋（厳木）(1),33.32357,130.05365,大橋（厳木）(1)
箞木(1),33.3238,130.04662,箞木(1)
町切(1),33.32613,130.04039,町切(1)
岩屋（厳木）(1),33.32996,130.03806,岩屋（厳木）(1)
岩屋駅前(1),33.33131,130.03816,岩屋駅前(1)
田頭橋(1),33.33452,130.03847,田頭橋(1)
相知幹部派出所前(1),33.34001,130.03221,相知幹部派出所前(1)
長部田(1),33.34214,130.02919,長部田(1)
鷹取(1),33.34513,130.02483,鷹取(1)
相知駅前(1),33.34721,130.01973,相知駅前(1)
相知郵便局前(1),33.34941,130.01361,相知郵便局前(1)
相知市民センター前(1),33.35102,130.01111,相知市民センター前(1)
末広町(1),33.35212,130.00868,末広町(1)
相知下,33.35317,130.00584,相知下
久保(1),33.35848,130.0049,久保(1)
牟田部(1),33.36752,130.00101,牟田部(1)
三段間(1),33.37283,129.99614,三段間(1)
鹿の口(1),33.38409,129.98482,鹿の口(1)
唐津自動車学校前(2),33.3982,129.97743,唐津自動車学校前(2)
鬼塚中学校前(1),33.40159,129.9742,鬼塚中学校前(1)
玄海エネルギーパーク,33.51368,129.84299,玄海エネルギーパーク
玄海発電所口,33.51251,129.84302,玄海発電所口
仮立上,33.49781,129.8532,仮立上
小加倉溜,33.49212,129.87401,小加倉溜
浅木場(1),33.48915,129.87758,浅木場(1)
小加倉,33.49316,129.88579,小加倉
白畑入口(1),33.49247,129.89368,白畑入口(1)
石原(1),33.4952,129.90442,石原(1)
加倉(1),33.49094,129.9153,加倉(1)
岩野(3),33.494455,129.920335,岩野(3)
石原(2),33.49513,129.90442,石原(2)
白畑入口(2),33.49182,129.89445,白畑入口(2)
浅木場(2),33.48955,129.87674,浅木場(2)
九州電力今村寮(2),33.51094,129.84631,九州電力今村寮(2)
まいづるCARROT店(2),33.4694,129.95233,まいづるCARROT店(2)
海岸通り北,33.4684,129.95695,海岸通り北
魚市場入口(1),33.46959,129.95815,魚市場入口(1)
築港,33.47089,129.95952,築港
大島郵便局前,33.47095,129.96161,大島郵便局前
唐津フェリーターミナル,33.4699,129.96315,唐津フェリーターミナル
西唐津公民館前,33.469356,129.959404,西唐津公民館前
海岸通り北,33.468333,129.957039,海岸通り北
まいづるCARROT店(1),33.46933,129.95274,まいづるCARROT店(1)
串(1),33.51882,129.852333,串(1)
名護屋城博物館入口(1),33.52908,129.87337,名護屋城博物館入口(1)
山道入口,33.47557,129.910363,山道入口
名場越,33.46807,129.911192,名場越
大良小学校前,33.462869,129.906378,大良小学校前
大良橋,33.45553,129.904826,大良橋
八永入口,33.450396,129.896309,八永入口
田代公民館,33.452354,129.891425,田代公民館
農協倉庫前,33.454379,129.905761,農協倉庫前
大良支所前,33.452086,129.908387,大良支所前
後川内,33.452422,129.919891,後川内
見借,33.442522,129.93959,見借
見借庚申様前,33.442595,129.941162,見借庚申様前
西浦上,33.441325,129.946534,西浦上
西浦,33.441113,129.953858,西浦
長松大橋,33.44162,129.96011,長松大橋
旭ヶ丘入口(1),33.43976,129.96388,旭ヶ丘入口(1)
飯氏北,33.569961,130.243196,飯氏北
千里,33.563985,130.243196,千里
筑前高校入口,33.562367,130.243397,筑前高校入口
宇田川原,33.559282,130.244586,宇田川原
下高来寺,33.557245,130.24593,下高来寺
高来寺,33.555332,130.246534,高来寺
染井,33.549231,130.247934,染井
大門,33.544764,130.249644,大門
高祖,33.542116,130.253884,高祖
高祖作出,33.536067,130.257775,高祖作出
末永,33.533086,130.260603,末永
上末永,33.5281,130.26377,上末永
王丸,33.524625,130.267281,王丸
王丸上,33.522195,130.269411,王丸上
川原（前原）,33.51794,130.272207,川原（前原）
雷山の森,33.513298,130.267731,雷山の森
構造改善センター前,33.530972,130.261546,構造改善センター前
高祖,33.541953,130.25401,高祖
前原駅南口,33.55666,130.199317,前原駅南口
笹山,33.554855,130.202726,笹山
伏龍団地,33.552862,130.203612,伏龍団地
多久入口,33.54954,130.204112,多久入口
県営有田団地前,33.548419,130.207315,県営有田団地前
上鑵子,33.548022,130.210139,上鑵子
有田中央公民館前,33.546709,130.212579,有田中央公民館前
有田,33.544082,130.216989,有田
有田中,33.544191,130.220054,有田中
平原,33.545603,130.226847,平原
前原東中前,33.545901,130.229396,前原東中前
有田中,33.543958,130.219676,有田中
糸島市運動公園,33.54031,130.222233,糸島市運動公園
波多江駅,33.564157,130.226407,波多江駅
井上病院前,33.560267,130.22629,井上病院前
健康福祉センター前,33.558383,130.219231,健康福祉センター前
井上病院前,33.560294,130.226164,井上病院前
金の手（まいづる９玄海店）(1),33.467647,129.858547,金の手（まいづる９玄海店）(1)
新田（玄海町）(1),33.47136,129.87123,新田（玄海町）(1)
玄海町役場前,33.47306,129.87468,玄海町役場前
田渕医院前(1),33.47411,129.876364,田渕医院前(1)
有浦上(1),33.47703,129.88197,有浦上(1)
柚の木（玄海町）(1),33.47785,129.88997,柚の木（玄海町）(1)
枝去木(1),33.482992,129.906509,枝去木(1)
枝去木上(1),33.48634,129.90971,枝去木上(1)
加倉(3),33.49022,129.91527,加倉(3)
枝去木上(2),33.48682,129.91042,枝去木上(2)
枝去木(2),33.48255,129.906206,枝去木(2)
柚の木（玄海町）(2),33.47767,129.89072,柚の木（玄海町）(2)
有浦上(2),33.47697,129.88228,有浦上(2)
田渕医院前(2),33.47401,129.8764,田渕医院前(2)
新田（玄海町）(2),33.47124,129.87115,新田（玄海町）(2)
牟形(2),33.45691,129.85782,牟形(2)
牟形コミュニティセンター前(2),33.44835,129.86032,牟形コミュニティセンター前(2)
佐賀営業所,33.30999,130.2646,佐賀営業所
竹下町(1),33.191905,130.012962,竹下町(1)
武雄温泉入口(1),33.1934759,130.016252,武雄温泉入口(1)
武雄中央公園前(1),33.193215,130.018113,武雄中央公園前(1)
武雄高校前,33.189231,130.021092,武雄高校前
ゆめタウン武雄（武雄市図書館）(2),33.1896,130.024096,ゆめタウン武雄（武雄市図書館）(2)
マルキョウ前,33.192891,130.023136,マルキョウ前
武雄市役所前(2),33.194319,130.021234,武雄市役所前(2)
武雄温泉駅（北口）(1),33.196307,130.022233,武雄温泉駅（北口）(1)
武雄温泉駅(南口),33.196388,130.0238119,武雄温泉駅(南口)
武雄中学校前(1),33.199679,130.027763,武雄中学校前(1)
甘久西(1),33.202139,130.031755,甘久西(1)
甘久(1),33.204065,130.034822,甘久(1)
メリーランド前(1),33.205704,130.037519,メリーランド前(1)
高橋駅前(1),33.208148,130.04159,高橋駅前(1)
鳴瀬分道(1),33.210317,130.045106,鳴瀬分道(1)
武雄北方インター口(1),33.214161,130.0487,武雄北方インター口(1)
北方大崎(1),33.22044,130.055585,北方大崎(1)
西杵(1),33.22331,130.05629,西杵(1)
馬神,33.23182,130.06096,馬神
高野入口(1),33.23598,130.06474,高野入口(1)
馬神峠,33.24094,130.06514,馬神峠
桐岡(1),33.25289,130.07503,桐岡(1)
西町,33.2595,130.08318,西町
本多久(1),33.26209,130.09052,本多久(1)
めぐみ町(1),33.26871,130.09068,めぐみ町(1)
撰分(1),33.27337,130.09076,撰分(1)
宮の浦(1),33.2777,130.09117,宮の浦(1)
桜町,33.28163,130.09171,桜町
産業技術学院前(1),33.28307,130.09216,産業技術学院前(1)
高木川内(1),33.28623,130.09294,高木川内(1)
高木川内(2),33.28638,130.09311,高木川内(2)
産業技術学院前(2),33.28272,130.09222,産業技術学院前(2)
宮の浦(2),33.27823,130.09103,宮の浦(2)
撰分(2),33.27267,130.09073,撰分(2)
めぐみ町(2),33.26926,130.09085,めぐみ町(2)
本多久(2),33.2619,130.09042,本多久(2)
桐岡(2),33.25306,130.07529,桐岡(2)
高野入口(2),33.23579,130.06467,高野入口(2)
西杵(2),33.22387,130.05637,西杵(2)
北方大崎(2),33.220334,130.055496,北方大崎(2)
武雄北方インター口(2),33.214324,130.04914,武雄北方インター口(2)
鳴瀬分道(2),33.210454,130.045616,鳴瀬分道(2)
高橋駅前(2),33.207914,130.041369,高橋駅前(2)
メリーランド前(2),33.205972,130.038211,メリーランド前(2)
甘久(2),33.203562,130.034338,甘久(2)
甘久西(2),33.201979,130.031689,甘久西(2)
武雄中学校前(2),33.199648,130.02787,武雄中学校前(2)
武雄温泉駅（北口）(2),33.196113,130.022145,武雄温泉駅（北口）(2)
武雄市役所前(1),33.19451,130.02118,武雄市役所前(1)
マルキョウ前(2),33.192931,130.023253,マルキョウ前(2)
ゆめタウン武雄（武雄市図書館）(1),33.189424,130.024236,ゆめタウン武雄（武雄市図書館）(1)
武雄高校前(2),33.189629,130.020573,武雄高校前(2)
武雄中央公園前(2),33.193006,130.018164,武雄中央公園前(2)
武雄温泉入口(2),33.193449,130.016521,武雄温泉入口(2)
竹下町(2),33.191835,130.013011,竹下町(2)
加布里駅前,33.544539,130.174186,加布里駅前
五反田,33.538686,130.170298,五反田
一貴山駅入口,33.535252,130.1676,一貴山駅入口
浜窪,33.535544,130.156496,浜窪
松末,33.533609,130.154047,松末
松末稲荷前,33.528725,130.148309,松末稲荷前
片山,33.522507,130.139669,片山
きららの湯,33.520292,130.139426,きららの湯
筑前深江駅前,33.515048,130.139334,筑前深江駅前
片山,33.52232,130.139346,片山
武公民館前,33.528685,130.166753,武公民館前
波呂,33.517753,130.169586,波呂
JA西部支店前,33.515931,130.164525,JA西部支店前
上深江,33.517115,130.157721,上深江
交流プラザ二丈館前,33.517256,130.145523,交流プラザ二丈館前
上深江,33.517173,130.155902,上深江
唐房(2),33.4839,129.93842,唐房(2)
玄海水産振興センター,33.48568,129.94012,玄海水産振興センター
門前入口(2),33.4889,129.94121,門前入口(2)
鳩川,33.49369,129.94411,鳩川
相賀入口(1),33.50191,129.95206,相賀入口(1)
相賀,33.50618,129.9559,相賀
松風園前(2),33.51238,129.957,松風園前(2)
北浜,33.51811,129.95604,北浜
湊入口(2),33.52271,129.95567,湊入口(2)
湊駐在所前,33.524169,129.954529,湊駐在所前
湊公民館前(2),33.52619,129.9523,湊公民館前(2)
湊,33.5264,129.94974,湊
みなと園,33.52699,129.94525,みなと園
屋形石入口,33.53154,129.9314,屋形石入口
屋形石,33.53196,129.92516,屋形石
